incwage,inctot,state,age,sex,race,marst,vetstat,hispan,empstat,labforce,ind,educ,randnum
35000,35052,Iowa,56,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,High school diploma or equivalent,.010413608
80000,80020,Alaska,36,Male,White,"Married, spouse present",NIU,Mexican,Armed Forces,NIU,0,High school diploma or equivalent,.010424006
30000,33000,Florida,34,Female,White,"Married, spouse present",No service,Not Hispanic,"NILF, other","No, not in the labor force",0,"Associate's degree, academic program",.010444096
80002,80002,Arkansas,40,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,Bachelor's degree,.010451172
15080,23080,New Mexico,31,Male,White,"Married, spouse present",Yes,Mexican,"Unemployed, experienced worker","Yes, in the labor force",5090,Some college but no degree,.010480024
7500,7500,Washington,60,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8390,High school diploma or equivalent,.010489687
6000,6000,Alabama,18,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",4870,High school diploma or equivalent,.010506744
48000,248000,Missouri,55,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9370,Some college but no degree,.010515154
36000,43502,Nevada,45,Female,American Indian/Aleut/Eskimo,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",9370,"Associate's degree, academic program",.010546518
62000,62300,California,41,Female,White,"Married, spouse present",No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",9470,Some college but no degree,.010557655
55000,90002,New Mexico,50,Male,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",770,Grades 5 or 6,.010559393
2000,2000,Ohio,19,Female,White,"Married, spouse absent",No service,Not Hispanic,At work,"Yes, in the labor force",8680,Grade 10,.010588926
42000,42618,Texas,60,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8680,Bachelor's degree,.010595243
15000,15000,Arizona,36,Male,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",570,Bachelor's degree,.01060818
40000,346032,Oregon,65,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",5380,High school diploma or equivalent,.010613561
55000,58000,Alabama,33,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8570,Some college but no degree,.010620471
48000,48002,New York,50,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6970,Bachelor's degree,.010637063
100000,100006,Virginia,35,Male,White,"Married, spouse present",NIU,Not Hispanic,Armed Forces,NIU,0,Master's degree,.010641063
17000,27527,South Carolina,62,Male,White,Separated,Yes,Not Hispanic,At work,"Yes, in the labor force",4390,"Associate's degree, occupational/vocational program",.010653355
160000,177151,Texas,55,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",3580,Bachelor's degree,.010657184
500000,530214,California,45,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6870,Bachelor's degree,.010667888
64000,64002,Nebraska,38,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",1180,High school diploma or equivalent,.010679848
20000,25000,Massachusetts,29,Female,White,Never married/single,No service,South American,At work,"Yes, in the labor force",8680,Bachelor's degree,.01068875
86000,89200,Oregon,37,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Master's degree,.010716344
8000,8000,Nebraska,20,Male,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8880,Some college but no degree,.010734343
10000,10000,California,37,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",2170,High school diploma or equivalent,.010737244
2000,2000,Florida,24,Male,White,"Married, spouse present",No service,Cuban,At work,"Yes, in the labor force",5380,"Associate's degree, academic program",.010738985
87000,87001,Florida,42,Male,White,"Married, spouse present",No service,Cuban,At work,"Yes, in the labor force",7380,Bachelor's degree,.010753314
16000,16000,Nevada,24,Male,White,Never married/single,No service,Other Hispanic,At work,"Yes, in the labor force",5380,"12th grade, no diploma",.010766058
28000,28000,Tennessee,21,Male,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",770,Grades 5 or 6,.010796867
40000,40000,Wisconsin,21,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.010805542
150000,182661,New Jersey,40,Female,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9470,Doctorate degree,.010825833
65000,65200,Oklahoma,38,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",1870,High school diploma or equivalent,.010911143
60000,79000,Minnesota,52,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7490,Master's degree,.010922003
79000,79001,Hawaii,59,Female,Hawaiian/Pacific Islander only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8180,Bachelor's degree,.010942763
1001,1001,Nevada,18,Male,White-American Indian,Never married/single,No service,Not Hispanic,"NILF, other","No, not in the labor force",0,"12th grade, no diploma",.010961784
76000,128004,Indiana,61,Male,Black/Negro,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",6990,Bachelor's degree,.010981288
13700,13700,North Carolina,28,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,"Associate's degree, occupational/vocational program",.010983778
45000,45000,California,43,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.010990808
12000,12000,South Dakota,53,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",9290,Grade 9,.010993408
30000,30000,California,36,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6390,Some college but no degree,.010994228
55000,58008,Indiana,64,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",6970,"Associate's degree, academic program",.011017093
5700,5700,Louisiana,20,Male,White,Never married/single,No service,"Central American, (excluding Salvadoran)","NILF, other","No, not in the labor force",0,Some college but no degree,.011025253
70000,70000,Montana,35,Male,White,"Married, spouse present",NIU,Not Hispanic,Armed Forces,NIU,0,Some college but no degree,.011075123
19642,22345,Vermont,47,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9080,High school diploma or equivalent,.011097932
15000,15000,California,50,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8680,Grade 9,.011098732
35000,35000,Rhode Island,52,Male,White,Divorced,No service,Other Hispanic,At work,"Yes, in the labor force",8680,Grades 7 or 8,.011103699
49000,49000,Illinois,48,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",8290,Bachelor's degree,.011131569
6000,6000,South Dakota,46,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Some college but no degree,.011140944
52000,52000,New York,58,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7070,"Associate's degree, academic program",.011142622
11517,11517,California,32,Female,White,"Married, spouse present",No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",5380,Some college but no degree,.011149178
62000,62000,Washington,55,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,Bachelor's degree,.011161769
13000,13001,Pennsylvania,64,Female,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",8290,"Associate's degree, academic program",.011163256
148000,151001,Arizona,40,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",8680,Master's degree,.011175032
8000,14000,Delaware,23,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8980,Some college but no degree,.011187641
32000,33067,Arkansas,43,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8090,"Associate's degree, academic program",.011210287
1002,11002,Florida,20,Female,White-Black,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8590,Some college but no degree,.011226465
10000,26700,California,56,Female,White,"Married, spouse present",No service,Not Hispanic,"NILF, other","No, not in the labor force",0,"Associate's degree, academic program",.011245321
50000,55901,Connecticut,25,Female,Black/Negro,Never married/single,No service,Puerto Rican,At work,"Yes, in the labor force",8190,Some college but no degree,.011271128
54000,54000,Michigan,33,Male,White,Separated,No service,Not Hispanic,At work,"Yes, in the labor force",4670,"Associate's degree, occupational/vocational program",.01128508
30000,37000,New York,38,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.011307758
29000,29000,New York,39,Male,White,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",6290,"Associate's degree, academic program",.011313954
15000,15000,North Dakota,32,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7690,Grade 9,.011314284
52000,52010,Tennessee,40,Female,White-Black,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8180,"Associate's degree, academic program",.011323574
24000,24005,Minnesota,19,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",3895,High school diploma or equivalent,.011326058
40000,40000,California,27,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3580,High school diploma or equivalent,.011384398
3800,3800,Kentucky,57,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",5380,High school diploma or equivalent,.011392394
11000,11000,New York,31,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8370,High school diploma or equivalent,.011400743
30000,30000,Florida,40,Female,White,Separated,No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",3990,High school diploma or equivalent,.011421869
31200,31200,South Carolina,41,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7280,"Associate's degree, occupational/vocational program",.011435013
20000,20003,California,40,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",7860,Some college but no degree,.011465355
19200,19202,Arizona,56,Female,White,Never married/single,No service,Mexican,"Has job, not at work last week","Yes, in the labor force",3580,"Associate's degree, academic program",.011499403
6000,6000,Illinois,26,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",4990,Some college but no degree,.011520599
80000,80010,Michigan,39,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",3570,Master's degree,.01154792
50000,50884,Maryland,47,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8270,High school diploma or equivalent,.011588634
35000,35150,Mississippi,53,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",3570,High school diploma or equivalent,.011615116
60000,60000,New Mexico,48,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7280,"Associate's degree, academic program",.011616724
81000,81001,New York,58,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6670,Some college but no degree,.01164175
26000,26001,Arizona,49,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8370,Some college but no degree,.011651861
16000,16000,California,44,Male,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",6390,Bachelor's degree,.011657742
40000,40000,North Carolina,25,Male,White,Never married/single,No service,Dominican,At work,"Yes, in the labor force",4670,Some college but no degree,.01167525
50000,53603,Wisconsin,38,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7860,Bachelor's degree,.011675544
52000,52002,Colorado,29,Female,White,"Married, spouse present",No service,South American,At work,"Yes, in the labor force",7860,Master's degree,.011701345
39000,39000,South Carolina,20,Male,White,"Married, spouse present",No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",770,Grade 10,.011720771
78000,78000,Wisconsin,47,Male,White,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",4580,High school diploma or equivalent,.011727896
39000,39025,Vermont,31,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8180,Bachelor's degree,.011743388
420000,420120,Utah,48,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",5070,Bachelor's degree,.011747037
8360,8360,Montana,54,Male,White,Divorced,Yes,Not Hispanic,"NILF, unable to work","No, not in the labor force",0,"Associate's degree, academic program",.01175771
46000,46001,New York,45,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,High school diploma or equivalent,.011759585
60000,61380,Oregon,33,Female,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7380,Bachelor's degree,.011785812
12800,12800,New Mexico,22,Female,Black/Negro,Never married/single,No service,Mexican,At work,"Yes, in the labor force",9290,High school diploma or equivalent,.011797736
45000,45000,Arkansas,37,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6170,Grades 7 or 8,.011813041
105000,115085,Florida,53,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",4580,Some college but no degree,.01183515
16000,16000,California,29,Male,White,Never married/single,No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",770,High school diploma or equivalent,.011865473
35000,35071,Arizona,63,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8370,Master's degree,.01187402
36000,36000,California,28,Male,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",770,Bachelor's degree,.011876037
40000,40005,Florida,24,Female,White,Never married/single,No service,Salvadoran,At work,"Yes, in the labor force",770,High school diploma or equivalent,.011886633
12500,12500,Ohio,23,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7870,Bachelor's degree,.01191282
48000,54550,Massachusetts,39,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8270,Bachelor's degree,.011919195
40000,40500,Mississippi,43,Female,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",3190,High school diploma or equivalent,.011927215
103000,105165,Hawaii,33,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.011949897
65000,65001,Vermont,54,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4970,"Associate's degree, occupational/vocational program",.011955187
59000,113929,California,34,Male,White,"Married, spouse absent",No service,Not Hispanic,At work,"Yes, in the labor force",7070,Master's degree,.011989007
27000,27000,Kansas,29,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",6380,Grade 10,.012002578
40000,40801,California,52,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8470,Bachelor's degree,.012023532
26000,26000,North Dakota,29,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8190,Grades 7 or 8,.012036787
28000,28000,South Carolina,37,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8270,Some college but no degree,.012048941
35000,38000,Mississippi,41,Male,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",2990,"Associate's degree, academic program",.01205967
45000,45000,New Hampshire,40,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",5090,High school diploma or equivalent,.012062388
79772,79773,Washington,44,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7380,Some college but no degree,.012071776
10000,18000,Texas,21,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",4795,Some college but no degree,.012089076
25000,26001,Florida,63,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7070,Bachelor's degree,.012103328
40000,42200,North Dakota,32,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8370,Bachelor's degree,.012135693
60000,60000,California,24,Male,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9370,Bachelor's degree,.012141022
38000,38001,Illinois,58,Male,White,"Married, spouse present",No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",2980,"Associate's degree, occupational/vocational program",.012142804
20000,20000,Oregon,32,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7490,"Associate's degree, occupational/vocational program",.012153727
150000,150000,Oklahoma,46,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",570,Master's degree,.012169389
36000,38100,Washington,39,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,Some college but no degree,.012192432
120000,128300,Georgia,59,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Bachelor's degree,.012202217
76800,76826,Washington,44,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.012218664
3800,3800,Pennsylvania,23,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8180,High school diploma or equivalent,.012220774
83000,83195,Ohio,54,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.012227634
75000,75000,Texas,44,Female,Black/Negro,"Married, spouse absent",No service,Not Hispanic,At work,"Yes, in the labor force",3980,Master's degree,.012254843
173000,193017,New York,42,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9590,Master's degree,.012257255
140000,141910,Arkansas,28,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.012258689
46000,46161,California,48,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",4970,High school diploma or equivalent,.012271445
38000,38001,Washington,38,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Bachelor's degree,.012276856
8000,8000,Idaho,19,Female,White,Separated,No service,Not Hispanic,At work,"Yes, in the labor force",8070,High school diploma or equivalent,.012288691
150000,151500,Utah,46,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4170,Bachelor's degree,.012288945
24000,31800,Maryland,34,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9160,High school diploma or equivalent,.012313883
60000,60000,Texas,30,Male,White,Never married/single,No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",770,"12th grade, no diploma",.012321665
8000,8501,Minnesota,32,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9290,High school diploma or equivalent,.012358309
18000,18000,Hawaii,30,Male,Hawaiian/Pacific Islander only,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.01238112
30000,30000,West Virginia,50,Female,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",4970,High school diploma or equivalent,.012384247
41050,41061,Ohio,56,Female,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",3970,Bachelor's degree,.012389793
175000,175603,Maryland,62,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2190,Master's degree,.012401472
24000,24350,Wisconsin,27,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",2980,Some college but no degree,.012403392
33000,33050,New York,52,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7980,High school diploma or equivalent,.01241765
30000,30000,Missouri,28,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",5390,High school diploma or equivalent,.012423472
128000,128000,California,64,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3390,Bachelor's degree,.012445823
73000,73000,California,64,Male,White,Divorced,No service,Other Hispanic,At work,"Yes, in the labor force",7290,Bachelor's degree,.012459853
50000,50450,Colorado,41,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7070,Bachelor's degree,.012462206
47000,47005,Mississippi,34,Male,Black/Negro,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",9470,Some college but no degree,.012469665
65000,65001,Rhode Island,43,Male,White,"Married, spouse present",No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",6290,High school diploma or equivalent,.012481648
50000,50051,Vermont,61,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",1190,Master's degree,.012485026
55000,55168,Florida,62,Female,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",7580,Some college but no degree,.012485919
16300,16300,North Carolina,44,Male,American Indian/Aleut/Eskimo,Separated,No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",770,High school diploma or equivalent,.012485931
88920,89870,Alabama,36,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3080,"Associate's degree, occupational/vocational program",.012488565
4902,4902,Washington,21,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",5790,Grade 11,.012489549
65000,67375,Pennsylvania,49,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6970,Bachelor's degree,.012512346
36000,36050,Virginia,62,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7980,Bachelor's degree,.012524461
19000,19000,Idaho,52,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8680,"Associate's degree, academic program",.012528227
30000,30000,District of Columbia,44,Male,White,Divorced,No service,Salvadoran,At work,"Yes, in the labor force",8680,Grades 5 or 6,.012535163
58000,58000,Kentucky,48,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,"Associate's degree, academic program",.012543462
15000,15200,New Mexico,34,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4580,High school diploma or equivalent,.012557287
100000,100226,Florida,51,Female,White,"Married, spouse present",No service,Not Hispanic,"NILF, other","No, not in the labor force",0,Bachelor's degree,.012562852
22000,22000,California,25,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8770,Some college but no degree,.012574018
108002,108007,Georgia,39,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6970,Some college but no degree,.012609534
25000,25005,California,43,Male,White,Separated,No service,Mexican,At work,"Yes, in the labor force",770,High school diploma or equivalent,.012618017
1700,1700,Louisiana,45,Male,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",8660,High school diploma or equivalent,.012634143
18000,18000,California,50,Male,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",770,High school diploma or equivalent,.01263499
93000,123172,Wyoming,47,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.012639819
66000,66701,South Dakota,43,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3960,Bachelor's degree,.012668848
74000,151253,Hawaii,62,Female,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.012675014
24000,24001,Louisiana,30,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9570,Bachelor's degree,.012682199
63000,93101,Virginia,63,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",7390,Master's degree,.01268292
16000,16000,Wisconsin,24,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9290,High school diploma or equivalent,.012711619
36000,42000,Massachusetts,27,Male,White,"Married, spouse absent",No service,Mexican,"NILF, other","No, not in the labor force",0,Bachelor's degree,.012719352
11700,13700,Illinois,21,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",4490,Some college but no degree,.012759354
20000,20000,Texas,42,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",7690,High school diploma or equivalent,.012772678
50000,50010,Massachusetts,64,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3570,High school diploma or equivalent,.012774634
25000,25000,California,57,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",9290,High school diploma or equivalent,.012774765
51000,51179,Iowa,44,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Bachelor's degree,.012784839
70600,70670,Illinois,52,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,High school diploma or equivalent,.012805774
109000,110210,Ohio,47,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6870,Bachelor's degree,.012814064
40000,40000,Montana,61,Male,White,"Married, spouse absent",No service,Mexican,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.012818121
50000,50000,Texas,43,Male,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",2670,High school diploma or equivalent,.012820129
25000,25000,Alabama,58,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9570,Some college but no degree,.012825904
40000,40000,Illinois,50,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8680,"12th grade, no diploma",.012830072
33000,33003,New Jersey,25,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9380,Some college but no degree,.012844643
7002,7002,Hawaii,25,Male,Hawaiian/Pacific Islander only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",6380,High school diploma or equivalent,.012863176
57000,57005,Massachusetts,52,Male,White,"Married, spouse present",No service,Other Hispanic,At work,"Yes, in the labor force",7870,High school diploma or equivalent,.01286355
20000,20001,Illinois,37,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8270,Bachelor's degree,.012868953
56000,56046,Virginia,32,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.012876518
26000,27000,Kansas,32,Male,White,Separated,No service,Puerto Rican,At work,"Yes, in the labor force",1180,"Associate's degree, academic program",.012910417
43000,43000,Wyoming,41,Male,White,Divorced,No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",180,High school diploma or equivalent,.012932485
220000,270004,Texas,59,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6690,"Associate's degree, academic program",.012936893
250000,333890,California,48,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3960,Professional school degree,.012943483
55000,55001,Missouri,45,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9370,Bachelor's degree,.012946832
193000,198204,Florida,51,Female,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",8090,Professional school degree,.012948413
18002,18002,Ohio,35,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",1690,Some college but no degree,.012955825
1000,1000,Idaho,56,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Some college but no degree,.012966774
18000,26530,New Mexico,62,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7680,"Associate's degree, academic program",.013006471
10000,10000,District of Columbia,48,Male,White,Never married/single,No service,Salvadoran,At work,"Yes, in the labor force",770,High school diploma or equivalent,.013021195
70000,77802,Wisconsin,44,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6990,Bachelor's degree,.013027823
95000,99605,New Hampshire,59,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3980,"Associate's degree, academic program",.013029419
3000,9000,Kansas,19,Male,White,Never married/single,No service,Not Hispanic,"NILF, other","No, not in the labor force",0,Some college but no degree,.013034895
180000,422224,Massachusetts,35,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4670,Some college but no degree,.013047684
22000,22200,Alaska,38,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",5390,High school diploma or equivalent,.013048097
51000,52000,California,42,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8180,High school diploma or equivalent,.013057942
35000,35750,Iowa,46,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6990,Bachelor's degree,.01307476
